tmin	tier	text	tmax
417.59	silences	sounding	419.83
419.83	silences	silent	420.06
420.06	silences	sounding	420.90
420.90	silences	silent	421.04
421.04	silences	sounding	421.75
421.75	silences	silent	422.51
422.51	silences	sounding	423.59
423.59	silences	silent	425.02
425.02	silences	sounding	426.22
426.22	silences	silent	426.43
426.43	silences	sounding	427.81
427.81	silences	silent	428.22
428.22	silences	sounding	430.42
430.42	silences	silent	430.66
430.66	silences	sounding	431.82
431.82	silences	silent	432.07
432.07	silences	sounding	433.21
433.21	silences	silent	433.42
433.42	silences	sounding	435.29
435.29	silences	silent	435.60
435.60	silences	sounding	447.19
447.19	silences	silent	447.51
447.51	silences	sounding	449.57
449.57	silences	silent	450.55
450.55	silences	sounding	452.27
452.27	silences	silent	452.46
452.46	silences	sounding	454.65
454.65	silences	silent	454.91
454.91	silences	sounding	456.89
456.89	silences	silent	457.18
457.18	silences	sounding	458.28
458.28	silences	silent	458.53
458.53	silences	sounding	459.07
459.07	silences	silent	460.02
460.02	silences	sounding	461.94
461.94	silences	silent	462.11
462.11	silences	sounding	463.87
463.87	silences	silent	464.07
464.07	silences	sounding	464.75
464.75	silences	silent	465.09
465.09	silences	sounding	465.99
465.99	silences	silent	466.33
466.33	silences	sounding	467.18
467.18	silences	silent	467.43
467.43	silences	sounding	467.54
467.54	silences	silent	467.65
467.65	silences	sounding	469.15
469.15	silences	silent	470.49
470.49	silences	sounding	473.45
473.45	silences	silent	473.82
473.82	silences	sounding	475.31
475.31	silences	silent	475.65
475.65	silences	sounding	477.25
477.25	silences	silent	477.45
477.45	silences	sounding	478.02
478.02	silences	silent	478.23
478.23	silences	sounding	480.04
480.04	silences	silent	480.92
480.92	silences	sounding	487.66
487.66	silences	silent	487.81
487.81	silences	sounding	489.36
489.36	silences	silent	489.56
489.56	silences	sounding	490.65
490.65	silences	silent	491.14
491.14	silences	sounding	495.94
495.94	silences	silent	496.17
496.17	silences	sounding	498.84
498.84	silences	silent	499.07
499.07	silences	sounding	500.10
500.10	silences	silent	500.44
500.44	silences	sounding	501.43
501.43	silences	silent	502.33
502.33	silences	sounding	506.44
506.44	silences	silent	506.86
506.86	silences	sounding	508.67
508.67	silences	silent	509.38
509.38	silences	sounding	512.02
512.02	silences	silent	512.45
512.45	silences	sounding	513.22
513.22	silences	silent	513.77
513.77	silences	sounding	515.11
515.11	silences	silent	515.38
515.38	silences	sounding	526.22
526.22	silences	silent	527.07
527.07	silences	sounding	530.21
530.21	silences	silent	530.65
530.65	silences	sounding	531.32
531.32	silences	silent	532.01
532.01	silences	sounding	536.72
536.72	silences	silent	537.58
537.58	silences	sounding	542.03
542.03	silences	silent	543.22
543.22	silences	sounding	544.15
544.15	silences	silent	544.33
544.33	silences	sounding	545.45
545.45	silences	silent	545.56
545.56	silences	sounding	546.95
546.95	silences	silent	548.24
548.24	silences	sounding	549.81
549.81	silences	silent	550.01
550.01	silences	sounding	550.54
550.54	silences	silent	550.79
550.79	silences	sounding	551.21
551.21	silences	silent	551.37
551.37	silences	sounding	551.89
551.89	silences	silent	553.37
553.37	silences	sounding	555.32
555.32	silences	silent	555.65
555.65	silences	sounding	556.40
556.40	silences	silent	557.36
557.36	silences	sounding	560.33
560.33	silences	silent	560.60
560.60	silences	sounding	562.87
562.87	silences	silent	563.19
563.19	silences	sounding	565.63
565.63	silences	silent	565.99
565.99	silences	sounding	567.08
567.08	silences	silent	568.97
568.97	silences	sounding	569.96
569.96	silences	silent	570.76
570.76	silences	sounding	571.71
571.71	silences	silent	572.15
572.15	silences	sounding	574.06
574.06	silences	silent	575.12
575.12	silences	sounding	576.73
576.73	silences	silent	577.32
577.32	silences	sounding	578.22
578.22	silences	silent	578.42
578.42	silences	sounding	580.55
580.55	silences	silent	580.91
580.91	silences	sounding	581.86
